English,Hindi
do not give it more often or for longer than advised by your doctor,इसे डॉक्टर द्वारा निर्धारित खुराक से अधिक समय तक न दें
do not give the missed dose if it is almost the time for the next dose,अगर अगली खुराक का समय हो गया है तो छूटी हुई खुराक न दें
do not give this medicine to your child for the long term or the treatment of any chronic respiratory illness without consulting your child’s doctor,अपने बच्चे के डॉक्टर से परामर्श किए बिना इस दवा को लंबे समय तक या किसी पुरानी सांस की बीमारी के इलाज के लिए अपने बच्चे को न दें
do not give this medicine to your child in case of cold and flu symptoms,सर्दी और फ्लू के लक्षण होने पर अपने बच्चे को यह दवा न दें
do not give two doses at a time and follow the prescribed dosing schedule,एक बार में दो खुराक न दें और निर्धारित खुराक शेड्यूल का पालन करें
do not inject into a muscle or vein,इसे मांसपेशियों या नस में ना लगाएं 
"do not keep looking at your phone, computer or television screen for long hours","लंबे समय तक फोन, कंप्यूटर या टेलीविजन स्क्रीन को ना देखते रहें "
do not keep the solution near electrical source or naked flames as it contains alcohol and may catch fire,बिजली के स्रोत या आग की लपटों के पास सॉल्यूशन न रखें क्योंकि इसमें एल्कोहल होता है और आग पकड़ सकता है
do not keep the solution open or exposed to air as it may lead to contamination,सॉल्यूशन को खुला या हवा के संपर्क में न रखें क्योंकि यह इससे दूषित हो सकता है
do not lie down immediately after eating and wait for at least three hours before lying down after a meal,भोजन करने के तुरंत बाद न लेटें और भोजन के बाद लेटने से पहले कम से कम तीन घंटे इंतजार करें
